ANONYMIZED BUSINESS,QUANTITY,Total Sales,count,Cluster,Classified
Business-e57b,6,23245,3,2,High Value
Business-e5ae,5,18475,4,2,High Value
Business-e5be,12,23130,7,2,High Value
Business-e5c6,10,19790,10,2,High Value
Business-e5cb,44,87490,32,2,High Value
Business-e5e2,10,32146,3,2,High Value
Business-e5f8,32,59375,30,2,High Value
Business-e5f9,37,59680,34,2,High Value
Business-e5fa,4,7110,4,2,High Value
Business-e5fd,1,2040,1,2,High Value
Business-e61e,268,502015,121,2,High Value
Business-e635,6,8640,6,2,High Value
Business-e639,81,264635,7,2,High Value
Business-e667,99,186395,94,2,High Value
Business-e672,3242,10758445,884,1,Medium Value
Business-e6b9,39,142500,3,2,High Value
Business-e6ce,247,609781,221,2,High Value
Business-e6ec,1,1385,1,2,High Value
Business-e6ff,28,66076,28,2,High Value
Business-e700,102,196995,75,2,High Value
Business-e706,3,8095,3,2,High Value
Business-e710,30,72895,21,2,High Value
Business-e711,13,24020,10,2,High Value
Business-e729,123,326133,34,2,High Value
Business-e770,2,2840,2,2,High Value
Business-e772,3,17570,3,2,High Value
Business-e789,33,62310,10,2,High Value
Business-e78e,180,419065,178,2,High Value
Business-e79b,7,11010,7,2,High Value
Business-e79e,51,87095,41,2,High Value
Business-e7a7,72,153913,71,2,High Value
Business-e7ab,6,10210,3,2,High Value
Business-e7af,143,284140,79,2,High Value
Business-e7b5,8,9810,8,2,High Value
Business-e7be,1,2340,1,2,High Value
Business-e7c4,1,1520,1,2,High Value
Business-e7c5,55,133522,21,2,High Value
Business-e7ce,2,3525,2,2,High Value
Business-e7d6,5,12150,5,2,High Value
Business-e7e4,3,1225,3,2,High Value
Business-e7ed,402,962220,166,2,High Value
Business-e7fe,2,12367,2,2,High Value
Business-e802,4,11155,4,2,High Value
Business-e807,84,215712,52,2,High Value
Business-e80e,15,25350,1,2,High Value
Business-e816,2,6075,2,2,High Value
Business-e841,8,40025,4,2,High Value
Business-e846,547,1147195,64,2,High Value
Business-e87a,81,105278,78,2,High Value
Business-e88f,3,7950,3,2,High Value
Business-e893,1,2070,1,2,High Value
Business-e898,7,13350,7,2,High Value
Business-e89b,40,78539,36,2,High Value
Business-e8a1,235,328226,190,2,High Value
Business-e8a3,85,238070,18,2,High Value
Business-e8b2,5,6110,5,2,High Value
Business-e8cf,144,314711,104,2,High Value
Business-e8d5,1268,3275665,626,0,Low Value
Business-e8ee,5,26418,5,2,High Value
Business-e8f0,1,5946,1,2,High Value
Business-e8fc,976,2442031,432,0,Low Value
Business-e8fd,11,20575,11,2,High Value
Business-e901,537,1353342,321,0,Low Value
Business-e902,8,14345,8,2,High Value
Business-e912,219,307299,69,2,High Value
Business-e930,10,9410,6,2,High Value
Business-e95e,50,121052,44,2,High Value
Business-e970,3,5390,3,2,High Value
Business-e97c,281,652538,188,2,High Value
Business-e990,160,333541,136,2,High Value
Business-e997,1253,2330342,978,0,Low Value
Business-e9af,1,1940,1,2,High Value
Business-e9e2,183,430785,62,2,High Value
Business-e9e3,114,228506,85,2,High Value
Business-e9e9,1,6195,1,2,High Value
Business-e9ee,19,31670,11,2,High Value
Business-e9f2,6,16030,6,2,High Value
Business-e9fb,2,7100,2,2,High Value
Business-ea0e,286,473090,60,2,High Value
Business-ea14,7,6586,7,2,High Value
Business-ea15,165,668150,145,2,High Value
Business-ea44,197,536342,150,2,High Value
Business-ea5d,159,263894,132,2,High Value
Business-ea6b,20,15000,1,2,High Value
Business-ea71,12,12088,10,2,High Value
Business-ea73,8,15025,8,2,High Value
Business-ea78,301,683278,218,2,High Value
Business-ea7a,4,9940,4,2,High Value
Business-ea82,25,72160,25,2,High Value
Business-ea83,2,7466,2,2,High Value
Business-ea84,19,53790,4,2,High Value
Business-ea87,17,74350,4,2,High Value
Business-ea88,94,279957,82,2,High Value
Business-ea97,96,118855,20,2,High Value
Business-ea98,4,16315,4,2,High Value
Business-eaa9,5,8580,5,2,High Value
Business-ead8,24,56307,18,2,High Value
Business-eae3,3,8415,3,2,High Value
Business-eae4,312,733197,186,2,High Value
Business-eae7,158,564792,25,2,High Value
Business-eaf3,94,233800,76,2,High Value
Business-eafd,3,4805,3,2,High Value
Business-eb01,12,23240,12,2,High Value
Business-eb06,15,38980,8,2,High Value
Business-eb0e,6,17205,6,2,High Value
Business-eb10,5,7400,1,2,High Value
Business-eb11,1011,1886440,31,2,High Value
Business-eb14,347,627935,182,2,High Value
Business-eb2c,318,472497,173,2,High Value
Business-eb4b,1,2040,1,2,High Value
Business-eb50,300,1914000,1,2,High Value
Business-eb52,39,67866,11,2,High Value
Business-eb58,167,296205,61,2,High Value
Business-eb59,564,1276123,221,2,High Value
Business-eb70,16,23280,4,2,High Value
Business-eb81,163,251520,109,2,High Value
Business-eb88,96,157270,66,2,High Value
Business-eb90,24,18130,10,2,High Value
Business-eb91,50,91455,23,2,High Value
Business-eba2,33,39646,29,2,High Value
Business-ebb4,737,2102023,74,2,High Value
Business-ebc0,1,2005,1,2,High Value
Business-ebc1,280,601972,90,2,High Value
Business-ebc8,9,13760,9,2,High Value
Business-ebd0,1,1365,1,2,High Value
Business-ebd8,2,3040,2,2,High Value
Business-ebef,64,177550,63,2,High Value
Business-ec0e,2,3165,2,2,High Value
Business-ec23,206,488860,129,2,High Value
Business-ec25,3,12830,2,2,High Value
Business-ec41,1,1860,1,2,High Value
Business-ec46,21,32440,5,2,High Value
Business-ec5c,3,4960,3,2,High Value
Business-ec67,10,25900,1,2,High Value
Business-ec6e,18,68315,16,2,High Value
Business-ec77,37,89350,37,2,High Value
Business-ec78,1,5910,1,2,High Value
Business-ec8b,3233,7100502,657,1,Medium Value
Business-ec99,3,9720,2,2,High Value
Business-ec9e,1,1200,1,2,High Value
Business-eca4,39,75070,11,2,High Value
Business-eca7,1,6750,1,2,High Value
Business-ecd9,3,6575,3,2,High Value
Business-ece0,20,23268,16,2,High Value
Business-ecfc,38,117470,16,2,High Value
Business-ed0d,30,43835,28,2,High Value
Business-ed11,12,24635,8,2,High Value
Business-ed14,16,36850,12,2,High Value
Business-ed15,8,19085,7,2,High Value
Business-ed1b,8,18820,4,2,High Value
Business-ed1e,196,404407,165,2,High Value
Business-ed23,1,4150,1,2,High Value
Business-ed32,574,1280479,237,2,High Value
Business-ed67,2,6380,2,2,High Value
Business-ed6b,13,35320,6,2,High Value
Business-ed86,7,10780,3,2,High Value
Business-ed87,154,268774,144,2,High Value
Business-ed9b,4,9716,3,2,High Value
Business-edb5,432,489129,292,2,High Value
Business-edd6,2,3180,2,2,High Value
Business-ee04,3,5385,3,2,High Value
Business-ee0a,58,76680,44,2,High Value
Business-ee0c,2,8410,1,2,High Value
Business-ee13,7,32740,7,2,High Value
Business-ee14,200,448098,159,2,High Value
Business-ee3b,5,8095,5,2,High Value
Business-ee44,1006,2577422,430,0,Low Value
Business-ee65,5,21780,2,2,High Value
Business-ee6f,1,4030,1,2,High Value
Business-ee74,60,231295,16,2,High Value
Business-ee81,2,5085,2,2,High Value
Business-ee96,515,1234580,58,2,High Value
Business-eea3,19,28850,8,2,High Value
Business-eeb1,1,2095,1,2,High Value
Business-eedc,43,59900,24,2,High Value
Business-eede,169,301876,77,2,High Value
Business-eee7,32,111380,24,2,High Value
Business-eefc,11,29050,11,2,High Value
Business-ef00,29,64385,27,2,High Value
Business-ef01,2,5510,1,2,High Value
Business-ef0a,2,7125,2,2,High Value
Business-ef27,4,10681,4,2,High Value
Business-ef34,12,34895,10,2,High Value
Business-ef35,6,11655,6,2,High Value
Business-ef3a,463,1207665,327,0,Low Value
Business-ef56,6,7380,3,2,High Value
Business-ef57,4,6120,4,2,High Value
Business-ef78,880,1891651,723,0,Low Value
Business-ef7a,399,873320,89,2,High Value
Business-ef93,109,195561,88,2,High Value
Business-efa3,3,2100,3,2,High Value
Business-efb0,19,33470,10,2,High Value
Business-efbb,22,31585,21,2,High Value
Business-efc5,147,255314,137,2,High Value
Business-efcb,1,2225,1,2,High Value
Business-efd5,110,353725,104,2,High Value
Business-efdd,44,58725,27,2,High Value
Business-eff6,3,3378,2,2,High Value
Business-f006,9,15450,8,2,High Value
Business-f00c,7,14800,3,2,High Value
Business-f011,27,66085,25,2,High Value
Business-f022,7,11670,7,2,High Value
Business-f043,515,1124808,388,0,Low Value
Business-f04f,75,151263,19,2,High Value
Business-f065,2,4190,2,2,High Value
Business-f07f,21,32595,21,2,High Value
Business-f083,31,50425,31,2,High Value
Business-f096,2,2681,2,2,High Value
Business-f0a6,2,3510,1,2,High Value
Business-f0ac,4,3875,4,2,High Value
Business-f0ba,165,467996,70,2,High Value
Business-f0d6,7,8358,7,2,High Value
Business-f0ee,8,17845,6,2,High Value
Business-f119,7,4220,5,2,High Value
Business-f126,1,4395,1,2,High Value
Business-f13b,1170,3100482,153,0,Low Value
Business-f159,43,90740,5,2,High Value
Business-f16f,72,120608,51,2,High Value
Business-f17a,1274,4419228,519,0,Low Value
Business-f18a,51,99460,46,2,High Value
Business-f193,65,65540,45,2,High Value
Business-f1c4,613,1498365,371,0,Low Value
Business-f1d2,824,2052156,741,0,Low Value
Business-f1de,4,4315,4,2,High Value
Business-f20a,6,15320,6,2,High Value
Business-f20e,1,1740,1,2,High Value
Business-f211,3,12300,1,2,High Value
Business-f21e,1,1750,1,2,High Value
Business-f22d,10,20950,10,2,High Value
Business-f232,60,81765,50,2,High Value
Business-f23d,121,429621,78,2,High Value
Business-f244,150,488016,80,2,High Value
Business-f248,167,437479,143,2,High Value
Business-f24d,4,7120,2,2,High Value
Business-f251,7,13810,6,2,High Value
Business-f254,20,38315,11,2,High Value
Business-f25d,9,17700,7,2,High Value
Business-f260,23,27855,22,2,High Value
Business-f270,3,2620,3,2,High Value
Business-f286,10,29750,5,2,High Value
Business-f287,27,90225,22,2,High Value
Business-f2aa,54,139945,46,2,High Value
Business-f2b6,27,63260,19,2,High Value
Business-f2bb,102,214873,88,2,High Value
Business-f2c9,33,151800,4,2,High Value
Business-f2e7,3,5570,3,2,High Value
Business-f31d,61,111710,15,2,High Value
Business-f31e,21,7485,16,2,High Value
Business-f323,10,33690,7,2,High Value
Business-f325,14,10150,5,2,High Value
Business-f326,4,5280,2,2,High Value
Business-f32c,87,159997,16,2,High Value
Business-f331,1,2540,1,2,High Value
Business-f33d,5,11280,2,2,High Value
Business-f340,49,97553,20,2,High Value
Business-f343,6,10132,4,2,High Value
Business-f35b,154,293610,99,2,High Value
Business-f360,15,28120,13,2,High Value
Business-f36e,55,135814,55,2,High Value
Business-f386,4,1165,4,2,High Value
Business-f387,11,35205,11,2,High Value
Business-f388,4,18930,4,2,High Value
Business-f3a5,110,282030,37,2,High Value
Business-f3c0,2,2780,1,2,High Value
Business-f3d9,261,662650,213,2,High Value
Business-f3da,11,14400,11,2,High Value
Business-f3e4,23,90665,22,2,High Value
Business-f3e7,669,1854316,282,0,Low Value
Business-f3ef,25,33215,21,2,High Value
Business-f3f6,2003,4691026,835,0,Low Value
Business-f404,77,124531,35,2,High Value
Business-f408,53,172340,49,2,High Value
Business-f416,4,6790,4,2,High Value
Business-f418,157,316672,132,2,High Value
Business-f42f,109,193163,62,2,High Value
Business-f443,53,124325,26,2,High Value
Business-f444,2,12405,2,2,High Value
Business-f455,1,4285,1,2,High Value
Business-f49f,30,43907,20,2,High Value
Business-f4ae,25,20590,8,2,High Value
Business-f4b0,7,11580,7,2,High Value
Business-f4b4,9,35596,5,2,High Value
Business-f4c9,67,107760,46,2,High Value
Business-f4dc,1,2420,1,2,High Value
Business-f4e5,25,69321,24,2,High Value
Business-f4f1,1,3795,1,2,High Value
Business-f4f4,3852,11952941,1112,1,Medium Value
Business-f4ff,27,91335,22,2,High Value
Business-f510,33,105285,21,2,High Value
Business-f529,3,9678,3,2,High Value
Business-f52c,11,31940,4,2,High Value
Business-f539,46,94903,35,2,High Value
Business-f551,6,18785,3,2,High Value
Business-f56c,48,136892,37,2,High Value
Business-f588,13,34840,12,2,High Value
Business-f59b,110,187207,61,2,High Value
Business-f5a5,16,45020,3,2,High Value
Business-f5af,25,43565,18,2,High Value
Business-f5be,80,98927,78,2,High Value
Business-f5cf,72,134332,55,2,High Value
Business-f5db,569,1215830,123,2,High Value
Business-f5dd,114,275060,70,2,High Value
Business-f5f9,11,24895,11,2,High Value
Business-f600,60,133825,15,2,High Value
Business-f60b,38,65215,33,2,High Value
Business-f626,3,5880,3,2,High Value
Business-f641,13,24455,12,2,High Value
Business-f655,4,20910,2,2,High Value
Business-f656,7,29890,2,2,High Value
Business-f65a,6,16090,5,2,High Value
Business-f65b,29,15096,21,2,High Value
Business-f663,12,37945,11,2,High Value
Business-f673,2,7945,2,2,High Value
Business-f685,239,407745,108,2,High Value
Business-f694,398,784121,210,2,High Value
Business-f6bb,8,13615,8,2,High Value
Business-f6bc,739,1406202,421,0,Low Value
Business-f6ca,7,4490,4,2,High Value
Business-f6cb,234,449417,211,2,High Value
Business-f6cf,11,16640,10,2,High Value
Business-f72f,6,15265,6,2,High Value
Business-f734,12,22040,11,2,High Value
Business-f749,1459,3647596,607,0,Low Value
Business-f753,4,8440,4,2,High Value
Business-f764,25,16625,2,2,High Value
Business-f799,5,700,1,2,High Value
Business-f79a,15,17000,15,2,High Value
Business-f7a9,886,1760783,117,2,High Value
Business-f7c5,11,39320,11,2,High Value
Business-f7e7,293,141205,32,2,High Value
Business-f7eb,93,166250,32,2,High Value
Business-f7fd,5,12775,5,2,High Value
Business-f7ff,23,44760,4,2,High Value
Business-f805,5,8440,3,2,High Value
Business-f807,112,209890,48,2,High Value
Business-f817,12,27042,10,2,High Value
Business-f820,19,52887,17,2,High Value
Business-f829,2,2965,2,2,High Value
Business-f836,103,155862,100,2,High Value
Business-f840,1,6200,1,2,High Value
Business-f841,12,22450,11,2,High Value
Business-f842,1,2570,1,2,High Value
Business-f84e,28,27080,7,2,High Value
Business-f85f,215,231986,158,2,High Value
Business-f869,37,37795,29,2,High Value
Business-f86f,4,7400,1,2,High Value
Business-f879,7,28170,2,2,High Value
Business-f888,29,54205,23,2,High Value
Business-f88e,340,806500,24,2,High Value
Business-f893,445,822096,201,2,High Value
Business-f8a0,14,33773,9,2,High Value
Business-f8cb,3,9860,2,2,High Value
Business-f8cc,15,40770,10,2,High Value
Business-f8d3,3,10310,3,2,High Value
Business-f8e7,1,818,1,2,High Value
Business-f8fd,26,33865,15,2,High Value
Business-f909,1,5965,1,2,High Value
Business-f910,17,23165,17,2,High Value
Business-f92b,7,12430,2,2,High Value
Business-f931,5,8495,3,2,High Value
Business-f938,73,170587,24,2,High Value
Business-f940,1,2185,1,2,High Value
Business-f94b,78,111523,78,2,High Value
Business-f95a,37,56810,36,2,High Value
Business-f95c,43,112125,13,2,High Value
Business-f967,11,34140,5,2,High Value
Business-f970,16,56540,11,2,High Value
Business-f992,34,33573,33,2,High Value
Business-f994,14,37300,9,2,High Value
Business-f9a6,41,84027,24,2,High Value
Business-f9a7,2,3988,2,2,High Value
Business-f9aa,11,16260,6,2,High Value
Business-f9b0,30,54890,26,2,High Value
Business-f9b1,27,61150,3,2,High Value
Business-f9b2,4,1720,2,2,High Value
Business-f9b5,12,20180,12,2,High Value
Business-f9c0,34,49320,28,2,High Value
Business-f9c1,131,353106,114,2,High Value
Business-f9d8,49,67350,37,2,High Value
Business-f9e0,15,53220,5,2,High Value
Business-f9e4,19,35432,15,2,High Value
Business-f9ff,262,421250,238,2,High Value
Business-fa0a,12,11560,5,2,High Value
Business-fa23,6,12595,4,2,High Value
Business-fa2a,5,11640,4,2,High Value
Business-fa2b,15,21405,9,2,High Value
Business-fa34,3,3975,1,2,High Value
Business-fa46,53,158224,52,2,High Value
Business-fa48,26,35345,26,2,High Value
Business-fa5e,275,453332,181,2,High Value
Business-fa63,1,2010,1,2,High Value
Business-fa66,10,43900,1,2,High Value
Business-fa6b,35,64001,33,2,High Value
Business-fa6f,39,87190,38,2,High Value
Business-fa77,1,2860,1,2,High Value
Business-fa7a,154,270727,94,2,High Value
Business-fa96,24,41379,17,2,High Value
Business-fac0,813,2083793,618,0,Low Value
Business-fac2,24,28185,16,2,High Value
Business-fac8,9,10340,7,2,High Value
Business-fac9,1,1480,1,2,High Value
Business-fad3,63,151235,60,2,High Value
Business-faf5,15,33480,10,2,High Value
Business-fb13,12,13419,12,2,High Value
Business-fb27,354,687255,99,2,High Value
Business-fb3f,181,310098,60,2,High Value
Business-fb44,10,43700,1,2,High Value
Business-fb51,25,62278,22,2,High Value
Business-fb5c,3,15730,3,2,High Value
Business-fb5f,577,1169526,380,0,Low Value
Business-fb65,9,23310,3,2,High Value
Business-fb68,2,3530,1,2,High Value
Business-fb84,186,452362,152,2,High Value
Business-fb87,7,32340,1,2,High Value
Business-fb8a,22,31890,15,2,High Value
Business-fb93,74,144278,73,2,High Value
Business-fb9d,5,5205,4,2,High Value
Business-fba1,219,434189,124,2,High Value
Business-fba5,1023,1927181,601,0,Low Value
Business-fba7,26,77835,24,2,High Value
Business-fbb8,26,29830,18,2,High Value
Business-fbb9,22,55180,16,2,High Value
Business-fbbb,50,78100,2,2,High Value
Business-fbc3,117,291641,75,2,High Value
Business-fbc6,1,1480,1,2,High Value
Business-fbc8,39,70645,38,2,High Value
Business-fbcd,118,226155,84,2,High Value
Business-fbd2,1,1325,1,2,High Value
Business-fbf2,10,5385,9,2,High Value
Business-fc00,182,431969,177,2,High Value
Business-fc11,4,11940,4,2,High Value
Business-fc33,7,12170,2,2,High Value
Business-fc37,9,13425,6,2,High Value
Business-fc97,10,13100,2,2,High Value
Business-fc9c,291,780345,48,2,High Value
Business-fc9f,185,468203,40,2,High Value
Business-fca2,13,24155,11,2,High Value
Business-fcb3,16,34200,16,2,High Value
Business-fcb7,3,7560,2,2,High Value
Business-fcbe,26,55470,20,2,High Value
Business-fcc1,4,4955,4,2,High Value
Business-fcc5,39,79695,9,2,High Value
Business-fcca,6,8370,6,2,High Value
